"recode_name","updated_recode_name","indicator_ID_Github","indicator_ID_Github_raw","indicator_def_github","indicator_def_github_raw","indicator_chapter","indicator_R_bundle","start_position","end_position","matched_pattern"
"IRdata","IRdata","hk_test_ever_female","hk_test_ever","Ever been tested for HIV female women","Ever been tested for HIV","Chap13_HK","HK_TEST_CONSL_F",3118,3182,"set_variable_labels(hk_test_ever = ""Ever been tested for HIV"")  "
"IRdata","IRdata","hk_test_12m_female","hk_test_12m","Tested for HIV in the past 12 months and received results of the last test female women","Tested for HIV in the past 12 months and received results of the last test","Chap13_HK","HK_TEST_CONSL_F",3388,3501,"set_variable_labels(hk_test_12m = ""Tested for HIV in the past 12 months and received results of the last test"")  "
"IRdata","IRdata","hk_hiv_selftest_heard_female","hk_hiv_selftest_heard","Ever heard of HIV self-test kits female women","Ever heard of HIV self-test kits","Chap13_HK","HK_TEST_CONSL_F",3684,3765,"set_variable_labels(hk_hiv_selftest_heard = ""Ever heard of HIV self-test kits"")  "
"IRdata","IRdata","hk_hiv_selftest_use_female","hk_hiv_selftest_use","Ever used a HIV self-test kit female women","Ever used a HIV self-test kit","Chap13_HK","HK_TEST_CONSL_F",3940,4018,"set_variable_labels(hk_hiv_selftest_use = ""Ever used a HIV self-test kit"")    "
"IRdata","IRdata","hk_hiv_consl_anc","hk_hiv_consl_anc","Received counseling on HIV during ANC visit among women with birth <2yrs before survey","Received counseling on HIV during ANC visit among women with birth <2yrs before survey","Chap13_HK","HK_TEST_CONSL_F",5190,5320,"set_variable_labels(hk_hiv_consl_anc = ""Received counseling on HIV during ANC visit among women with birth <2yrs before survey"")  "
"IRdata","IRdata","hk_test_consl_anc","hk_test_consl_anc","Received HIV test during ANC visit and results and post-test counseling among women with birth <2yrs before survey","Received HIV test during ANC visit and results and post-test counseling among women with birth <2yrs before survey","Chap13_HK","HK_TEST_CONSL_F",5576,5735,"set_variable_labels(hk_test_consl_anc = ""Received HIV test during ANC visit and results and post-test counseling among women with birth <2yrs before survey"")  "
"IRdata","IRdata","hk_test_noconsl_anc","hk_test_noconsl_anc","Received HIV test during ANC visit and received results but no post-test counseling among women with birth <2yrs before survey","Received HIV test during ANC visit and received results but no post-test counseling among women with birth <2yrs before survey","Chap13_HK","HK_TEST_CONSL_F",5997,6170,"set_variable_labels(hk_test_noconsl_anc = ""Received HIV test during ANC visit and received results but no post-test counseling among women with birth <2yrs before survey"")  "
"IRdata","IRdata","hk_test_noresult_anc","hk_test_noresult_anc","Received HIV test during ANC visit and did not receive test results among women with birth <2yrs before survey","Received HIV test during ANC visit and did not receive test results among women with birth <2yrs before survey","Chap13_HK","HK_TEST_CONSL_F",6409,6567,"set_variable_labels(hk_test_noresult_anc = ""Received HIV test during ANC visit and did not receive test results among women with birth <2yrs before survey"")  "
"IRdata","IRdata","hk_hiv_receivedall_anc","hk_hiv_receivedall_anc","Received HIV counseling, HIV test, and test results during ANC visit among women with birth <2yrs before survey","Received HIV counseling, HIV test, and test results during ANC visit among women with birth <2yrs before survey","Chap13_HK","HK_TEST_CONSL_F",6827,6988,"set_variable_labels(hk_hiv_receivedall_anc = ""Received HIV counseling, HIV test, and test results during ANC visit among women with birth <2yrs before survey"")  "
"IRdata","IRdata","hk_test_anclbr_result","hk_test_anclbr_result","Received HIV test during ANC visit or labor and received results among women with birth <2yrs before survey","Received HIV test during ANC visit or labor and received results among women with birth <2yrs before survey","Chap13_HK","HK_TEST_CONSL_F",7249,7405,"set_variable_labels(hk_test_anclbr_result	= ""Received HIV test during ANC visit or labor and received results among women with birth <2yrs before survey"")  "
"IRdata","IRdata","hk_test_anclbr_noresult","hk_test_anclbr_noresult","Received HIV test during ANC visit or labor but no results among women with birth <2yrs before survey","Received HIV test during ANC visit or labor but no results among women with birth <2yrs before survey","Chap13_HK","HK_TEST_CONSL_F",7708,7862,"set_variable_labels(hk_test_anclbr_noresult = ""Received HIV test during ANC visit or labor but no results among women with birth <2yrs before survey"")    "
"IRdata","IRdata","hk_sex_15_female","hk_sex_15","Had sexual intercourse before 15 among age 15-24 female women","Had sexual intercourse before 15 among age 15-24","Chap13_HK","HK_BHV_YNG_F",1412,1497,"set_variable_labels(hk_sex_15 = ""Had sexual intercourse before 15 among age 15-24"")  "
"IRdata","IRdata","hk_sex_18_female","hk_sex_18","Had sexual intercourse before 18 among age 18-24 female women","Had sexual intercourse before 18 among age 18-24","Chap13_HK","HK_BHV_YNG_F",1686,1771,"set_variable_labels(hk_sex_18 = ""Had sexual intercourse before 18 among age 18-24"")  "
"IRdata","IRdata","hk_nosex_youth_female","hk_nosex_youth","Never had sexual intercourse among never-married age 15-24 female women","Never had sexual intercourse among never-married age 15-24","Chap13_HK","HK_BHV_YNG_F",1991,2091,"set_variable_labels(hk_nosex_youth = ""Never had sexual intercourse among never-married age 15-24"")  "
"IRdata","IRdata","hk_sex_youth_test_female","hk_sex_youth_test","Had sexual intercourse in past 12 mnths and received HIV test and results among 15-24 female women","Had sexual intercourse in past 12 mnths and received HIV test and results among 15-24","Chap13_HK","HK_BHV_YNG_F",2406,2535,"set_variable_labels(hk_sex_youth_test = ""Had sexual intercourse in past 12 mnths and received HIV test and results among 15-24"") "
"IRdata","IRdata","hk_sex_2plus_female","hk_sex_2plus","Have two or more sexual partners in the past 12 months female women","Have two or more sexual partners in the past 12 months","Chap13_HK","HK_RSKY_BHV_F",2107,2201,"set_variable_labels(hk_sex_2plus = ""Have two or more sexual partners in the past 12 months"")  "
"IRdata","IRdata","hk_sex_notprtnr_female","hk_sex_notprtnr","Had sexual intercourse with a person that is not their spouse and does not live with them in the past 12 months female women","Had sexual intercourse with a person that is not their spouse and does not live with them in the past 12 months","Chap13_HK","HK_RSKY_BHV_F",3008,3162,"set_variable_labels(hk_sex_notprtnr = ""Had sexual intercourse with a person that is not their spouse and does not live with them in the past 12 months"")  "
"IRdata","IRdata","hk_cond_2plus_female","hk_cond_2plus","Have two or more sexual partners in the past 12 months and used a condom at last sex female women","Have two or more sexual partners in the past 12 months and used a condom at last sex","Chap13_HK","HK_RSKY_BHV_F",3446,3571,"set_variable_labels(hk_cond_2plus = ""Have two or more sexual partners in the past 12 months and used a condom at last sex"")  "
"IRdata","IRdata","hk_cond_notprtnr_female","hk_cond_notprtnr","Used a condom at last sex with a partner that is not their spouse and does not live with them in the past 12 months female women","Used a condom at last sex with a partner that is not their spouse and does not live with them in the past 12 months","Chap13_HK","HK_RSKY_BHV_F",3945,4104,"set_variable_labels(hk_cond_notprtnr = ""Used a condom at last sex with a partner that is not their spouse and does not live with them in the past 12 months"")  "
"IRdata","IRdata","rh_anc_pv","rh_anc_pv","Person providing assistance during ANC","Person providing assistance during ANC","Chap09_RH","RH_ANC",2985,3060,"set_variable_labels(rh_anc_pv = ""Person providing assistance during ANC"")  "
"IRdata","IRdata","rh_anc_pvskill","rh_anc_pvskill","Skilled assistance during ANC","Skilled assistance during ANC","Chap09_RH","RH_ANC",3432,3503,"set_variable_labels(rh_anc_pvskill = ""Skilled assistance during ANC"")  "
"IRdata","IRdata","rh_anc_numvs","rh_anc_numvs","Number of ANC visits","Number of ANC visits","Chap09_RH","RH_ANC",4024,4085,"set_variable_labels(rh_anc_numvs = ""Number of ANC visits"")   "
"IRdata","IRdata","rh_anc_4vs","rh_anc_4vs","Attended 4+ ANC visits","Attended 4+ ANC visits","Chap09_RH","RH_ANC",4319,4380,"set_variable_labels(rh_anc_4vs = ""Attended 4+ ANC visits"")   "
"IRdata","IRdata","rh_anc_moprg","rh_anc_moprg","Number of months pregnant at time of first ANC visit","Number of months pregnant at time of first ANC visit","Chap09_RH","RH_ANC",4949,5041,"set_variable_labels(rh_anc_moprg = ""Number of months pregnant at time of first ANC visit"")  "
"IRdata","IRdata","rh_anc_4mo","rh_anc_4mo","Attended ANC <4 months of pregnancy","Attended ANC <4 months of pregnancy","Chap09_RH","RH_ANC",5281,5354,"set_variable_labels(rh_anc_4mo = ""Attended ANC <4 months of pregnancy"")  "
"IRdata","IRdata","rh_anc_median","rh_anc_median","Total- Median months pregnant at first visit","Total- Median months pregnant at first visit","Chap09_RH","RH_ANC",6433,6518,"set_variable_labels(rh_anc_median = ""Total- Median months pregnant at first visit"")  "
"IRdata","IRdata","rh_anc_iron","rh_anc_iron","Took iron tablet/syrup during pregnancy of last birth","Took iron tablet/syrup during pregnancy of last birth","Chap09_RH","RH_ANC",6913,7005,"set_variable_labels(rh_anc_iron = ""Took iron tablet/syrup during pregnancy of last birth"")  "
"IRdata","IRdata","rh_anc_parast","rh_anc_parast","Took intestinal parasite drugs during pregnancy of last birth","Took intestinal parasite drugs during pregnancy of last birth","Chap09_RH","RH_ANC",7336,7439,"set_variable_labels(rh_anc_parast = ""Took intestinal parasite drugs during pregnancy of last birth"")   "
"IRdata","IRdata","rh_anc_prgcomp","rh_anc_prgcomp","Informed of pregnancy complications during ANC visit","Informed of pregnancy complications during ANC visit","Chap09_RH","RH_ANC",7898,7992,"set_variable_labels(rh_anc_prgcomp = ""Informed of pregnancy complications during ANC visit"")  "
"IRdata","IRdata","rh_anc_bldpres","rh_anc_bldpres","Blood pressure was taken during ANC visit","Blood pressure was taken during ANC visit","Chap09_RH","RH_ANC",8234,8317,"set_variable_labels(rh_anc_bldpres = ""Blood pressure was taken during ANC visit"")  "
"IRdata","IRdata","rh_anc_urine","rh_anc_urine","Urine sample was taken during ANC visit","Urine sample was taken during ANC visit","Chap09_RH","RH_ANC",8550,8629,"set_variable_labels(rh_anc_urine = ""Urine sample was taken during ANC visit"")  "
"IRdata","IRdata","rh_anc_bldsamp","rh_anc_bldsamp","Blood sample was taken during ANC visit","Blood sample was taken during ANC visit","Chap09_RH","RH_ANC",8866,8947,"set_variable_labels(rh_anc_bldsamp = ""Blood sample was taken during ANC visit"")  "
"IRdata","IRdata","rh_anc_toxinj","rh_anc_toxinj","Received 2+ tetanus injections during last pregnancy","Received 2+ tetanus injections during last pregnancy","Chap09_RH","RH_ANC",9279,9372,"set_variable_labels(rh_anc_toxinj = ""Received 2+ tetanus injections during last pregnancy"")  "
"IRdata","IRdata","rh_anc_neotet","rh_anc_neotet","Protected against neonatal tetanus","Protected against neonatal tetanus","Chap09_RH","RH_ANC",10994,11069,"set_variable_labels(rh_anc_neotet = ""Protected against neonatal tetanus"")  "
"IRdata","IRdata","rh_pnc_wm_2days","rh_pnc_wm_2days","PNC check within two days for mother","PNC check within two days for mother","Chap09_RH","RH_PNC",7859,7938,"set_variable_labels(rh_pnc_wm_2days = ""PNC check within two days for mother"")  "
"IRdata","IRdata","rh_pnc_wm_pv","rh_pnc_wm_pv","Provider for mothers PNC check","Provider for mothers PNC check","Chap09_RH","RH_PNC",10186,10257,"set_variable_labels(rh_pnc_wm_pv = ""Provider for mother's PNC check"")  "
"IRdata","IRdata","rh_pnc_nb_2days","rh_pnc_nb_2days","PNC check within two days for newborn","PNC check within two days for newborn","Chap09_RH","RH_PNC",16416,16496,"set_variable_labels(rh_pnc_nb_2days = ""PNC check within two days for newborn"")  "
"IRdata","IRdata","rh_pnc_nb_pv","rh_pnc_nb_pv","Provider for newbornss PNC check","Provider for newbornss PNC check","Chap09_RH","RH_PNC",18657,18731,"set_variable_labels(rh_pnc_nb_pv = ""Provider for newborns's PNC check"")  	"
"BRdata","BRdata","rh_del_place","rh_del_place","Live births by place of delivery","Live births by place of delivery","Chap09_RH","RH_DEL",2228,2299,"set_variable_labels(rh_del_place = ""Live births by place of delivery"") "
"BRdata","BRdata","rh_del_pltype","rh_del_pltype","Live births by type of health facility","Live births by type of health facility","Chap09_RH","RH_DEL",2834,2913,"set_variable_labels(rh_del_pltype = ""Live births by type of health facility"")  "
"BRdata","BRdata","rh_del_pv","rh_del_pv","Person providing assistance during delivery","Person providing assistance during delivery","Chap09_RH","RH_DEL",3812,3892,"set_variable_labels(rh_del_pv = ""Person providing assistance during delivery"")  "
"BRdata","BRdata","rh_del_pvskill","rh_del_pvskill","Skilled assistance during delivery","Skilled assistance during delivery","Chap09_RH","RH_DEL",4487,4565,"set_variable_labels(rh_del_pvskill = ""Skilled assistance during delivery"")  	 "
"BRdata","BRdata","rh_del_ces","rh_del_ces","Live births delivered by Caesarean","Live births delivered by Caesarean","Chap09_RH","RH_DEL",4861,4933,"set_variable_labels(rh_del_ces = ""Live births delivered by Caesarean"")  "
"BRdata","BRdata","rh_del_cestime","rh_del_cestime","Timing of decision to have Caesarean","Timing of decision to have Caesarean","Chap09_RH","RH_DEL",5396,5474,"set_variable_labels(rh_del_cestime = ""Timing of decision to have Caesarean"")  "
"BRdata","BRdata","rh_del_stay","rh_del_stay","Duration of stay following recent birth","Duration of stay following recent birth","Chap09_RH","RH_DEL",6218,6295,"set_variable_labels(rh_del_stay = ""Duration of stay following recent birth"") "
"IRdata","IRdata","rh_prob_permit","rh_prob_permit","Problem health care access: permission to go","Problem health care access: permission to go","Chap09_RH","RH_Probs",1214,1300,"set_variable_labels(rh_prob_permit = ""Problem health care access: permission to go"")  "
"IRdata","IRdata","rh_prob_money","rh_prob_money","Problem health care access: getting money","Problem health care access: getting money","Chap09_RH","RH_Probs",1529,1613,"set_variable_labels(rh_prob_money = ""Problem health care access: getting money"")  	 "
"IRdata","IRdata","rh_prob_dist","rh_prob_dist","Problem health care access: distance to facility","Problem health care access: distance to facility","Chap09_RH","RH_Probs",1847,1935,"set_variable_labels(rh_prob_dist = ""Problem health care access: distance to facility"")  "
"IRdata","IRdata","rh_prob_alone","rh_prob_alone","Problem health care access: not wanting to go alone","Problem health care access: not wanting to go alone","Chap09_RH","RH_Probs",2174,2266,"set_variable_labels(rh_prob_alone = ""Problem health care access: not wanting to go alone"")  "
"IRdata","IRdata","rh_prob_minone","rh_prob_minone","At least one problem in accessing health care","At least one problem in accessing health care","Chap09_RH","RH_Probs",2489,2577,"set_variable_labels(rh_prob_minone = ""At least one problem in accessing health care"") 	 "
"IRdata","IRdata","fp_message_radio_female","fp_message_radio","Exposure to family planning message by radio female women","Exposure to family planning message by radio","Chap07_FP","FP_COMM_F",1906,1995,"set_variable_labels(fp_message_radio = ""Exposure to family planning message by radio"")   "
"IRdata","IRdata","fp_message_tv_female","fp_message_tv","Exposure to family planning message by TV female women","Exposure to family planning message by TV","Chap07_FP","FP_COMM_F",2178,2261,"set_variable_labels(fp_message_tv = ""Exposure to family planning message by TV"")   "
"IRdata","IRdata","fp_message_paper_female","fp_message_paper","Exposure to family planning message by newspaper/magazine female women","Exposure to family planning message by newspaper/magazine","Chap07_FP","FP_COMM_F",2473,2575,"set_variable_labels(fp_message_paper = ""Exposure to family planning message by newspaper/magazine"")   "
"IRdata","IRdata","fp_message_mobile_female","fp_message_mobile","Exposure to family planning message by mobile phone female women","Exposure to family planning message by mobile phone","Chap07_FP","FP_COMM_F",2788,2885,"set_variable_labels(fp_message_mobile = ""Exposure to family planning message by mobile phone"")   "
"IRdata","IRdata","fp_message_noneof4_female","fp_message_noneof4","Exposure to family planning message any of four sources (TV, radio, paper, mobile female women","Exposure to family planning message any of four sources (TV, radio, paper, mobile","Chap07_FP","FP_COMM_F",3146,3270,"set_variable_labels(fp_message_noneof4 = ""Exposure to family planning message any of four sources (TV, radio, paper, mobile)"
"IRdata","IRdata","fp_message_noneof3_female","fp_message_noneof3","Not exposed to TV, radio, or paper media sources female women","Not exposed to TV, radio, or paper media sources","Chap07_FP","FP_COMM_F",3518,3614,"set_variable_labels(fp_message_noneof3 = ""Not exposed to TV, radio, or paper media sources"")    "
"IRdata","IRdata","fp_decyes_user","fp_decyes_user","Who makes the decision to use family planning among users","Who makes the decision to use family planning among users","Chap07_FP","FP_COMM_F",3876,3976,"set_variable_labels(fp_decyes_user =  ""Who makes the decision to use family planning among users"")  "
"IRdata","IRdata","fp_decno_nonuser","fp_decno_nonuser","Who makes decision not to use family planning among non-users","Who makes decision not to use family planning among non-users","Chap07_FP","FP_COMM_F",4195,4300,"set_variable_labels(fp_decno_nonuser = ""Who makes decision not to use family planning among non-users"")  "
"IRdata","IRdata","fp_fpvisit_discuss","fp_fpvisit_discuss","Women non-users that were visited by a FP worker who discussed FP","Women non-users that were visited by a FP worker who discussed FP","Chap07_FP","FP_COMM_F",4534,4652,"set_variable_labels(fp_fpvisit_discuss = ""Women non-users that were visited by a FP worker who discussed FP"")         "
